entity,time,x,y,z,p,r,t,w
vicon-crazyflie8,1761612334.4609954,-0.004433805588632822,0.03024747595191002,0.03779246285557747,-0.003526219166815281,-0.018012946471571922,0.0036505418829619884,0.9998248815536499
vicon-crazyflie8,1761612334.4643712,-0.004405188374221325,0.03022186830639839,0.03775138780474663,-0.0032212878577411175,-0.01744340918958187,0.0038170660845935345,0.9998353719711304
vicon-crazyflie8,1761612334.4751756,-0.004413098096847534,0.03022184781730175,0.03776676207780838,-0.0035518715158104897,-0.0178547203540802,0.003845593426376581,0.9998269081115723
vicon-crazyflie8,1761612334.4852295,-0.004406025167554617,0.03021843358874321,0.037774477154016495,-0.003379137022420764,-0.0179863590747118,0.004015339072793722,0.9998244643211365
vicon-crazyflie8,1761612334.5018876,-0.004415488801896572,0.03021809831261635,0.03778746351599693,-0.003521760692819953,-0.017997106537222862,0.0038166153244674206,0.9998245239257812
vicon-crazyflie8,1761612334.5050855,-0.004437797702848911,0.030230816453695297,0.03779739886522293,-0.0029232974629849195,-0.017970478162169456,0.003771457588300109,0.9998271465301514
vicon-crazyflie8,1761612334.5145364,-0.004422284662723541,0.030225731432437897,0.03780024126172066,-0.0028007435612380505,-0.01796582341194153,0.0038927921559661627,0.9998270869255066
vicon-crazyflie8,1761612334.5253158,-0.0044218990951776505,0.030202776193618774,0.03777272254228592,-0.0034750259947031736,-0.017465990036725998,0.003698944114148617,0.9998345971107483
vicon-crazyflie8,1761612334.53438,-0.004414023831486702,0.030201388522982597,0.037785906344652176,-0.0033165791537612677,-0.017429672181606293,0.00400199368596077,0.9998345971107483
vicon-crazyflie8,1761612334.544631,-0.004403631202876568,0.030196892097592354,0.03778713196516037,-0.0034811915829777718,-0.01829010248184204,0.0041411034762859344,0.9998180866241455
vicon-crazyflie8,1761612334.554813,-0.00441151624545455,0.030211472883820534,0.03777233883738518,-0.003367569064721465,-0.018259745091199875,0.0036879288963973522,0.9998208284378052
vicon-crazyflie8,1761612334.5642345,-0.0044072531163692474,0.030214935541152954,0.03777450695633888,-0.0033812427427619696,-0.01787780225276947,0.004086988512426615,0.9998261332511902
vicon-crazyflie8,1761612334.5750213,-0.00440587243065238,0.03021068684756756,0.03776709362864494,-0.003168142167851329,-0.01759660802781582,0.003919469192624092,0.9998324513435364
vicon-crazyflie8,1761612334.5840445,-0.004407824017107487,0.03020324371755123,0.03778073936700821,-0.003427715739235282,-0.017512863501906395,0.003851895686239004,0.999833345413208
vicon-crazyflie8,1761612334.5945368,-0.004405582789331675,0.03019968792796135,0.03777817636728287,-0.0036593142431229353,-0.017728758975863457,0.0037073795683681965,0.9998292922973633
vicon-crazyflie8,1761612334.6052306,-0.004413725342601538,0.03021557629108429,0.03779984638094902,-0.0032124812714755535,-0.01776917092502117,0.0037068540696054697,0.9998300671577454
vicon-crazyflie8,1761612334.6146314,-0.00441198842599988,0.030212435871362686,0.03778575360774994,-0.003643173025920987,-0.017873860895633698,0.0036138491705060005,0.9998270869255066
vicon-crazyflie8,1761612334.6250913,-0.004414379596710205,0.030220678076148033,0.037774328142404556,-0.0037441544700413942,-0.01827733777463436,0.0038099566008895636,0.9998186826705933
vicon-crazyflie8,1761612334.6350677,-0.004433594644069672,0.030231168493628502,0.037787023931741714,-0.0037752040661871433,-0.017844831570982933,0.0038855592720210552,0.9998260736465454
vicon-crazyflie8,1761612334.6443276,-0.004402890335768461,0.030214665457606316,0.037777069956064224,-0.0036545242182910442,-0.017797959968447685,0.0036555733531713486,0.9998282194137573
vicon-crazyflie8,1761612334.6546772,-0.00439639063552022,0.03020922839641571,0.037764303386211395,-0.0037146422546356916,-0.017534969374537468,0.0035793432034552097,0.9998329281806946
vicon-crazyflie8,1761612334.6664753,-0.0043929400853812695,0.03021782822906971,0.03776776045560837,-0.0031408497598022223,-0.017979782074689865,0.0038222342263907194,0.9998261332511902
vicon-crazyflie8,1761612334.6740727,-0.00440849969163537,0.03022771142423153,0.03777623549103737,-0.0028371973894536495,-0.017578106373548508,0.0038094911724328995,0.9998342394828796
vicon-crazyflie8,1761612334.6846156,-0.004426182247698307,0.030241448432207108,0.03779280558228493,-0.003866329789161682,-0.017627544701099396,0.0035453711170703173,0.9998308420181274
vicon-crazyflie8,1761612334.694884,-0.004417083691805601,0.030222658067941666,0.03779749572277069,-0.003103046678006649,-0.018230058252811432,0.004109696950763464,0.9998205304145813
vicon-crazyflie8,1761612334.706254,-0.004404276143759489,0.030195271596312523,0.03778085112571716,-0.003933702129870653,-0.017328482121229172,0.0033889070618897676,0.9998363852500916
vicon-crazyflie8,1761612334.7146294,-0.004415484145283699,0.030204327777028084,0.037790268659591675,-0.003954263869673014,-0.01756112277507782,0.0035253092646598816,0.9998317360877991
