entity,time,x,y,z,p,r,t,w
vicon-crazyflie8,1761613018.7226675,0.01572314091026783,0.015002052299678326,0.03841661289334297,-0.010633202269673347,-0.021354036405682564,0.02782380022108555,0.9993281364440918
vicon-crazyflie8,1761613018.7319136,0.015737244859337807,0.015000917948782444,0.03841947019100189,-0.010544080287218094,-0.021563755348324776,0.027906378731131554,0.9993222951889038
vicon-crazyflie8,1761613018.7454941,0.015750449150800705,0.015004697255790234,0.03840815648436546,-0.011486055329442024,-0.021720394492149353,0.028128184378147125,0.999302327632904
vicon-crazyflie8,1761613018.7518644,0.015749990940093994,0.015005909837782383,0.03840232640504837,-0.011023642495274544,-0.021510744467377663,0.028143344447016716,0.999311625957489
vicon-crazyflie8,1761613018.763113,0.015735667198896408,0.015014875680208206,0.038414083421230316,-0.010754437185823917,-0.021259739995002747,0.027814796194434166,0.999329149723053
vicon-crazyflie8,1761613018.7721539,0.01574760116636753,0.014990518800914288,0.03839415684342384,-0.010761648416519165,-0.020933203399181366,0.027685659006237984,0.9993395209312439
vicon-crazyflie8,1761613018.7818418,0.01574915461242199,0.01499452069401741,0.03840441629290581,-0.010488451458513737,-0.022039709612727165,0.028110412880778313,0.9993067979812622
vicon-crazyflie8,1761613018.7921154,0.015757791697978973,0.015001577325165272,0.03839263319969177,-0.010379514656960964,-0.02170807309448719,0.027963904663920403,0.999319314956665
vicon-crazyflie8,1761613018.8019037,0.01574568822979927,0.01497997622936964,0.03837976232171059,-0.010159973055124283,-0.021610423922538757,0.02811269648373127,0.9993194937705994
vicon-crazyflie8,1761613018.8133135,0.01574193686246872,0.014992649666965008,0.03839721158146858,-0.010970192961394787,-0.021566690877079964,0.0280775036662817,0.9993128776550293
vicon-crazyflie8,1761613018.822209,0.015752531588077545,0.014998793601989746,0.03840072453022003,-0.010967135429382324,-0.02179642580449581,0.028021421283483505,0.9993094801902771
vicon-crazyflie8,1761613018.8318317,0.015746062621474266,0.015002772212028503,0.03840785101056099,-0.011313864961266518,-0.021647702902555466,0.028153128921985626,0.9993051290512085
vicon-crazyflie8,1761613018.8484786,0.01574302650988102,0.015007621608674526,0.03842904046177864,-0.0109268082305789,-0.02146877907216549,0.028095224872231483,0.9993149638175964
